i,perc,n,acc,cor,alpha
12,0.9526315789473684,5759,0.647887323943662,0.4700285228224431,0.457825868142929
12,1.0,6038,0.6443661971830986,0.489921846650424,0.4807692307692307
13,0.1,586,0.5598591549295775,0.3413179654426509,0.3374497459629471
13,0.1473684210526316,915,0.5774647887323944,0.3973921660628435,0.38008530626569126
13,0.19473684210526315,1109,0.5915492957746479,0.3500595565611944,0.3038022101517138
13,0.24210526315789474,1448,0.573943661971831,0.39690211974581086,0.38107549120992756
13,0.2894736842105263,1788,0.6091549295774648,0.44537153517457123,0.44326760563380285
13,0.33684210526315794,2078,0.573943661971831,0.3541487602479032,0.2843442564937363
13,0.38421052631578945,2302,0.6056338028169014,0.45895747163997913,0.45640511892450875
13,0.43157894736842106,2612,0.6443661971830986,0.4854704825125141,0.4642149017637195
13,0.4789473684210527,2832,0.6795774647887324,0.5564725938060165,0.542741935483871
13,0.5263157894736842,3213,0.5950704225352113,0.4418904197460151,0.43284705988131633
13,0.5736842105263158,3456,0.6690140845070423,0.5501319441464275,0.54023799494524
